Title,Author,Description,Genres,cover
Med kup og kaffelikør,Catharina Ingelman-Sundberg,"I ”Med svindel og kaffelikør” møder vi fem mennesker, som har mødt hinanden i et kirkekor. De her fem mennesker laver en fælles aftale om, at de skal blive gamle sammen. De håber på, at de kan leve det gode liv på et plejehjem, men plejehjemmet lever slet ikke op til deres forventninger. Hvad gør sådan fem gamle mennesker, når de ikke er typerne, som sætter sig ned og klynker og klager?","['Fiction', 'Humor', 'Contemporary', 'Crime', 'Mystery', 'Sweden', 'Comedy', 'Swedish Literature', 'Adult Fiction', 'Book Club']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409252360l/23121084.jpg
The First Circle,"Aleksandr Solzhenitsyn, Thomas P. Whitney (Translator)","Set in Moscow during a three-day period in December 1949, 'The First Circle' is the story of the prisoner Gleb Nerzhin, a brilliant mathematician. At the age of thirty-one, Nerzhin has survived the war years on the German front and the postwar years in a succession of Russian prisons and labor camps. His story is interwoven with the stories of a dozen fellow prisoners - each an unforgettable human being - from the prison janitor to the tormented Marxist intellectual who designed the Dnieper dam; of the reigning elite and their conflicted subordinates; and of the women, wretched or privileged, bound to these men. A landmark of Soviet literature, 'The First Circle' is as powerful today as it was when it was first published, nearly thirty years ago.","['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Historical Fiction', 'Novels', '20th Century', 'Politics', 'Philosophy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171430589l/98969.jpg
How to Live on 24 Hours a Day,Arnold Bennett,"You have to live on twenty-four hours of daily time. Out of it you have to spin health, pleasure, money, content, respect, and the evolution of your immortal soul. This timeless classic is one of the first self-help books ever written and was a best-seller in both England and America. It remains as useful today as when it was written, and offers fresh and practical advice on how to make the most of the daily miracle of life.","['Nonfiction', 'Self Help', 'Philosophy', 'Classics', 'Productivity', 'Personal Development', 'Audiobook', 'Business', 'Psychology', 'Essays']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351266654l/4855.jpg
Azazel,Isaac Asimov,"Isaac Asimov dedica aquí su pluma y su imaginación sin límites a la fantasía, y nos ofrece dieciocho fascinantes relatos que, sin duda, deleitarán a todos los aficionados al género, así como a los innumerables admiradores de este autor. Azazel es un demonio rojo de dos centímetros, dotado con una impetuosa personalidad y maravillosos poderes mágicos. El único problema es que este singular ser posee poca comprensión de las cuestiones humanas y sus intervenciones producen situaciones sorprendentesRelatos:""El demonio de dos centímetros""""Una noche de canto""""La sonrisa que pierde""""Al vencedor""""El sordo rumor""""Salvando a la Humanidad""""Una cuestión de principios""""El mal que hace la bebida""""Tiempo para escribir""""Deslizarse sobre la nieve""""La lógica es la lógica""""Viaja más rápido""""Los ojos del que mira""""Más cosas en el Cielo y en la Tierra""""La estructura de la mente""""Las peleas de primavera""""Galatea""""Vuelo de fantasía""","['Fantasy', 'Science Fiction', 'Fiction', 'Short Stories', 'Humor', 'Anthologies', 'Science Fiction Fantasy', 'American', 'Comedy', 'Mystery']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457924692l/71904.jpg
The Wolf and the Dove,Kathleen E. Woodiwiss,"The WolfNoble Aislinn grieves as the Iron Wolf and his minions storm through her beloved Darkenwald. And she burns with malice for the handsome Norman savage who would enslave her. . .even as she aches to know the rapture of the conqueror's kiss.The DoveFor the first time ever, mighty Wulfgar has been vanquished — and by a bold and beautiful princess of Saxon blood. He must have the chaste, sensuous enchantress who is sworn to his destruction. And he will risk life itself to nurture with tender passion a glorious union born in the blistering heat of hatred and war.","['Romance', 'Historical Romance', 'Historical', 'Medieval', 'Historical Fiction', 'Medieval Romance', 'Fiction', 'Adult', 'British Literature', 'Chick Lit']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430144076l/896622.jpg
The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes (Illustrator)","The Dawn Treader will take you places you never dreamed existed. NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.The Dawn Treader is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World.","['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059l/140225.jpg
The Phantom Tollbooth,"Norton Juster, Jules Feiffer (Illustrator)","Librarian's Note: For an alternate cover edition of the same ISBN, click here.Hailed as “a classic. . . . humorous, full of warmth and real invention” (The New Yorker), this beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .","['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Humor', 'Science Fiction Fantasy', 'Juvenile']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558858485l/378._SX318_.jpg
The Wary Transgressor,James Hadley Chase,"The sensuous splendour of Lago Maggiore, Milan and Florence is a setting for a ruthless murder plan... a sinister danse macabre, the first steps of which are taken when a young army deserter falls into the hands of a wealthy and cruel woman planning to kill her husband and step-daughter.But, unexpectedly, Fate intervenes and sets a deadly trap for - The Wary Transgressor...","['Crime', 'Mystery', 'Novels', 'Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363783121l/921783.jpg
Lives of Girls and Women,Alice Munro,"The only novel from Alice Munro -- award-winning author of The Love of a Good Woman -- is an insightful, honest book, ""autobiographical in form but not in fact,"" that chronicles a young girl's growing up in rural Ontario in the 1940s.Del Jordan lives out at the end of the Flats Road on her father's fox farm, where her most frequent companions are an eccentric bachelor family friend and her rough younger brother. When she begins spending more time in town, she is surrounded by women -- her mother, an agnostic, opinionated woman who sells encyclopedias to local farmers; her mother's boarder, the lusty Fern Dogherty; and her best friend, Naomi, with whom she shares the frustrations and unbridled glee of adolescence.Through these unwitting mentors and in her own encounters with sex, birth, and death, Del explores the dark and bright sides of womanhood. All along she remains a wise, witty observer and recorder of truths in small-town life. The result is a powerful, moving, and humorous demonstration of Alice Munro's unparalleled awareness of the lives of girls and women.","['Fiction', 'Short Stories', 'Canada', 'Classics', 'Canadian Literature', 'Coming Of Age', 'Novels', 'Womens', 'Feminism', 'Contemporary']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391660l/14285.jpg
West with the Night,Beryl Markham,"West with the Night is the story of Beryl Markham--aviator, racehorse trainer, beauty--and her life in the Kenya of the 1920s and '30s.","['Nonfiction', 'Memoir', 'Biography', 'Africa', 'Travel', 'History', 'Adventure', 'Biography Memoir', 'Autobiography', 'Aviation']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368204688l/1624.jpg
Thomas' Snowsuit,"Robert Munsch, Michael Martchenko (Illustrator)","Thomas refuses to wear his new snowsuit despite the pleas of his mother, his teacher, and even his principal.","['Picture Books', 'Childrens', 'Fiction', 'Canada', 'Humor', 'Storytime', 'Kids', 'School', 'Classics', 'Juvenile']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347956703l/285792.jpg
The Book of Strange New Things,Michel Faber,"A monumental, genre-defying novel over ten years in the making, Michel Faber's The Book of Strange New Things is a masterwork from a writer in full command of his many talents.It begins with Peter, a devoted man of faith, as he is called to the mission of a lifetime, one that takes him galaxies away from his wife, Bea. Peter becomes immersed in the mysteries of an astonishing new environment, overseen by an enigmatic corporation known only as USIC. His work introduces him to a seemingly friendly native population struggling with a dangerous illness and hungry for Peter's teachings—his Bible is their ""book of strange new things."" But Peter is rattled when Bea's letters from home become increasingly desperate: typhoons and earthquakes are devastating whole countries, and governments are crumbling. Bea's faith, once the guiding light of their lives, begins to falter. Suddenly, a separation measured by an otherworldly distance, and defined both by one newly discovered world and another in a state of collapse, is threatened by an ever-widening gulf that is much less quantifiable. While Peter is reconciling the needs of his congregation with the desires of his strange employer, Bea is struggling for survival. Their trials lay bare a profound meditation on faith, love tested beyond endurance, and our responsibility to those closest to us. Marked by the same bravura storytelling and precise language that made The Crimson Petal and the White such an international success, The Book of Strange New Things is extraordinary, mesmerizing, and replete with emotional complexity and genuine pathos.","['Fiction', 'Science Fiction', 'Religion', 'Fantasy', 'Literary Fiction', 'Audiobook', 'Dystopia', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adult Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394824754l/20697435.jpg
To Serve Them All My Days,R.F. Delderfield,"Young David Powlett-Jones, a Welsh miner's son, is invalided home from France when he suffers severe shell shock on the Western Front. At a remote English public school in Devon the debilitated veteran, himself barely out of his teens, decides temporarily to try his hand at teaching while striving to awaken from the nightmare of World War I -- the national catastrophe that sweeps England out of the comfortable certainties of the Victorian Age into the moral perplexities and harsh economic realities of more modern times.","['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'World War I', 'War', 'Classics', 'Novels', 'Education', '20th Century']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318921489l/372853.jpg
The Thousand Autumns of Jacob de Zoet,David Mitchell,"The year is 1799, the place Dejima in Nagasaki Harbor, the “high-walled, fan-shaped artificial island” that is the Japanese Empire’s single port and sole window onto the world, designed to keep the West at bay; the farthest outpost of the war-ravaged Dutch East Indies Company; and a de facto prison for the dozen foreigners permitted to live and work there. To this place of devious merchants, deceitful interpreters, costly courtesans, earthquakes, and typhoons comes Jacob de Zoet, a devout and resourceful young clerk who has five years in the East to earn a fortune of sufficient size to win the hand of his wealthy fiancée back in Holland.But Jacob’s original intentions are eclipsed after a chance encounter with Orito Aibagawa, the disfigured daughter of a samurai doctor and midwife to the city’s powerful magistrate. The borders between propriety, profit, and pleasure blur until Jacob finds his vision clouded, one rash promise made and then fatefully broken. The consequences will extend beyond Jacob’s worst imaginings. As one cynical colleague asks, “Who ain’t a gambler in the glorious Orient, with his very life?”A magnificent mix of luminous writing, prodigious research, and heedless imagination, The Thousand Autumns of Jacob de Zoet is the most impressive achievement of its eminent author.","['Fiction', 'Historical Fiction', 'Japan', 'Historical', 'Literary Fiction', 'Asia', 'Novels', 'Literature', 'Contemporary', 'British Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540908l/7141642.jpg
"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,"Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bust path of the oil business.In bad times, the unemployment rate barrels out of control; in good times, its murder rate skyrockets. But every Friday night from September to December, when the Permian High School Panthers play football, this West Texas town becomes a place where dreams can come true. With frankness and compassion, Bissinger chronicles one of the Panthers' dramatic seasons and shows how single-minded devotion to the team shapes the community and inspires-and sometimes shatters-the teenagers who wear the Panthers' uniforms. Includes Reader's Group Guide inside. Now a major motion picture starring Billy Bob Thorton.","['Sports', 'Nonfiction', 'Football', 'History', 'Biography', 'Journalism', 'Adult', 'High School', 'School', 'Banned Books']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266468877l/85431.jpg
Schoolgirl,"Osamu Dazai, Allison Markin Powell (Translator), Adam L. Kern (Preface), Rachael Hutchinson (Foreword)","'Schoolgirl' is the novella that first established Dazai as a member of Japan's literary elite. Essentially the start of Dazai's career, the 1933 work gained notoriety for its ironic and inventive use of language, and how it illuminated the prevalent social structures of a lost time.","['Japan', 'Fiction', 'Japanese Literature', 'Classics', 'Short Stories', 'Novella', 'Literature', 'Asian Literature', 'Asia', 'Novels']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333413047l/12483882.jpg
How Should We Then Live? The Rise and Decline of Western Thought and Culture,Francis A. Schaeffer,"Drawing upon forty years of study in theology, philosophy, history, sociology and the arts, Dr. Schaeffer contemplates the reasons for modern society's sorry state of affairs and argues for total affirmation of the Bible's morals, values, and meaning.","['Philosophy', 'Christian', 'Theology', 'History', 'Nonfiction', 'Christianity', 'Cultural', 'Religion', 'Christian Living', 'Faith']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387666014l/535494.jpg
The Closet (Summerset Tales #1),Jac Wright,"Love is a battlefield. Who will get out of it alive?Harry Duncan Wood runs a hotel in the historic city of Bath with his beautiful young wife. When he falls in love with Mill House, an old greystone farmhouse on the banks of river Avon among the soaring hills of Somerset, and sets about moving his family there, the first appearances of the cracks in the marriage take him by surprise. Is his wife seeing another man? Duncan needs to get to the bottom of the affairs for his own sanity. Sometimes, however, ignorance is bliss and will also keep everybody alive.The Closet is written in the tradition of Charles Dickens' The Pickwick Papers and Thomas Hardy's Wessex Tales as the first in the collection of literary short fiction, but with an added element of suspense. It accompanies the first title in the author's full-length literary suspense series, The Reckless Engineer, published by Soul Mate Publishing, New York.","['Mystery', 'Short Stories', 'Fiction', 'Suspense', 'Romance', 'Contemporary']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371379088l/18043841.jpg
Teacher Man,Frank McCourt,"McCourt's long-awaited book about how his thirty-year teaching career shaped his second act as a writer.Nearly a decade ago Frank McCourt became an unlikely star when, at the age of sixty-six, he burst onto the literary scene with Angela's Ashes, the Pulitzer Prize-winning memoir of his childhood in Limerick, Ireland. Then came 'Tis, his glorious account of his early years in New York.Now, here at last, is McCourt's long-awaited book about how his thirty-year teaching career shaped his second act as a writer. Teacher Man is also an urgent tribute to teachers everywhere. In bold and spirited prose featuring his irreverent wit and heartbreaking honesty, McCourt records the trials, triumphs and surprises he faces in public high schools around New York City. His methods anything but conventional, McCourt creates a lasting impact on his students through imaginative assignments (he instructs one class to write ""An Excuse Note from Adam or Eve to God""), singalongs (featuring recipe ingredients as lyrics), and field trips (imagine taking twenty-nine rowdy girls to a movie in Times Square!).McCourt struggles to find his way in the classroom and spends his evenings drinking with writers and dreaming of one day putting his own story to paper. Teacher Man shows McCourt developing his unparalleled ability to tell a great story as, five days a week, five periods per day, he works to gain the attention and respect of unruly, hormonally charged or indifferent adolescents. McCourt's rocky marriage, his failed attempt to get a Ph.D. at Trinity College, Dublin, and his repeated firings due to his propensity to talk back to his superiors ironically lead him to New York's most prestigious school, Stuyvesant High School, where he finally finds a place and a voice. ""Doggedness,"" he says, is ""not as glamorous as ambition or talent or intellect or charm, but still the one thing that got me through the days and nights.""For McCourt, storytelling itself is the source of salvation, and in Teacher Man the journey to redemption -- and literary fame -- is an exhilarating adventure.","['Nonfiction', 'Memoir', 'Biography', 'Education', 'Autobiography', 'Teaching', 'Biography Memoir', 'Irish Literature', 'Ireland', 'Audiobook']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441149612l/4909._SY475_.jpg
The Warrior Who Carried Life,Geoff Ryman,"The story of a quest for revenge which becomes a quest for the infinite. Cara was five years old when her mother was killed. She was killed for going down into the wells of vision, where only men were allowed. Cara in turn seeks justice by transforming herself into a male warrior.","['Fantasy', 'Science Fiction', 'Fiction', 'Speculative Fiction', 'Canada', 'Dystopia', 'Science Fiction Fantasy', 'Mythology']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297286642l/372850.jpg
"Emile, or On Education","Jean-Jacques Rousseau, Allan Bloom (Translator)","Alan Bloom's new translation of Emile, Rousseau's masterpiece on the education and training of the young, is the first in more than seventy years. In it, Bloom, whose magnificent translation of Plato's Republic has been universally hailed as a virtual rediscovery of that timeless text, again brings together the translator's gift for journeying between two languages and cultures and the philosopher's perception of the true meaning and significance of the issues being examined in the work. The result is a clear, readable, and highly engrossing text that at the same time offers a wholly new sense of the importance and relevance of Rousseau's thought to us.In addition to his translation, Bloom provides a brilliant introduction that relates the structure and themes of the book to the vital preoccupation's of our own age, particularly in the field of education, but also more generally to the current concerns about the limits and possibilities of human nature. Thus in this translation Emile, long a classic in the history of Western thought and educational theory, becomes something more: a prescription, fresh and dazzling, for the bringing up of autonomous, responsible—that is, truly democratic—human beings.","['Philosophy', 'Education', 'Classics', 'Nonfiction', 'France', '18th Century', 'French Literature', 'History', 'Politics', 'Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334836441l/326679.jpg
Aunts Aren't Gentlemen,P.G. Wodehouse,"The curious case of the Maiden Eggesford HorrorWhen the doctor advises Bertie to live the quiet life, he and Jeeves head for the pure air and peace of Maiden Eggesford. However, they hadn't reckoned on Bertie's irrepressible but decidedly scheming Aunt Dahlia, around whom an imbroglio of impressive proportions develops involving The Cat Which Kept Popping Up When Least Expected. As Bertie observes, whatever aunts are, they are not gentlemen.A classic - the last book written by Wodehouse featuring Bertie and Jeeves.""A tome of well-mannered high comedy, from the ""unrivaled master of the comedy of manners."" - Entertainment Weekly","['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', 'Novels', 'Historical Fiction', '20th Century', 'Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391221576l/720987.jpg
Deirdre en de zonen van Usnach,Adriaan Roland Holst,"Het verhaal over Deirdre en de zonen van Usnach is een oude sage uit Ierland. De dichter Adriaan Roland Holst (1888-1976) maakte er een zeer persoonlijke bewerking van die in 1920 voor het eerst in boekvorm verscheen. Het is zijn meestgelezen prozawerk geworden. Het vertelt over een jonge vrouw die voorbestemd is de bruid van de koning van Ulster te worden, maar die het land ontvlucht met de minnaar die ze zelf gekozen heeft. De jaloezie van de koning lokt verraad en wraak uit, wat leidt tot de noodlottige afloop die al bij Deirdres geboorte was voorspeld. Roland Holst geeft in deze poetische vertelling een sterk beeld van zijn hoofdpersonen, tegen de achtergrond van eenzame, ruige landschappen. Er staan onvergetelijke passages in Deirdre en de zonen van Usnach, zoals de beschrijving van aanstormende strijdwagens, van het harpspel in de koningsburcht voor de strijd losbarst, of van Deirdres einde.","['Fiction', 'Mythology', '20th Century']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317304201l/12751121.jpg
Reforming a Rake,Suzanne Enoch,"Lessons In LoveA governess must never be alone with a man. Her reputation mustn't have even a hint of scandal. She must never reveal personal emotions. No matter how strong the provocation by her employer. A governess never questions her employer's commands. Even when he's tempting her to forsake respectability for desire? She must never, ever, fall in love with someone above her station. Especially a rake—no matter how devastating his kisses may be.Alexandra Gallant is a governess extraordinaire—and if it weren't for that unfortunate incident at her last position, she wouldn't now be forced into the employ of Lucien Balfour, the most notorious rake in London. Though the sinfully attractive earl hired her to teach his young cousin, his seductive whispers and toe-curling kisses suggest he has something far less respectable in mind...and that will never happen. For although Lucien seems determined to teach her about pleasure, she has a few lessons to teach him about love!","['Historical Romance', 'Romance', 'Historical', 'Regency', 'Regency Romance', 'Historical Fiction', 'Fiction', 'Adult', 'British Literature', 'Humor']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348711091l/535754.jpg
Cloak,James Gough,"Thirteen-year-old bubble boy Will Tuttle lives a boring, friendless life trapped in a sterile Brooklyn apartment, suffering from mysterious allergies no doctor can explain. Fed up with his pointless existence he breaks free of the sterile bubble to explore New York City, not expecting to return alive. Along the way, Will discovers that his countless allergies have a single, bizarre source.Suddenly Will is a target. When he's chased through Central Park by a cloaked assailant, a misfit team of bodyguards shows up to keep Will Tuttle alive. . . . And teach him how to blend into a society that isn’t supposed to exist.","['Fantasy', 'Young Adult', 'Fiction', 'Urban Fantasy', 'Science Fiction', 'Action', 'Young Adult Fantasy', 'Adventure', 'Childrens', 'Epic']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328319259l/12820074.jpg
"Black Cat, Volume 01",Kentaro Yabuki,"Two years ago, Train, a high-level assassin known as Number XIII in Chronos, left the secret society to live by his own rules. Since then, Train has been a sweeper, a bounty hunter, catching criminals and bringing them in alive. But his main mission is to find a former Chronos member who killed his best friend.","['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Action', 'Shonen', 'Comics Manga', 'Fiction', 'Anime', 'Young Adult']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399825755l/780845.jpg
The 7 Habits Of Highly Effective Teens,Sean Covey,"Being a teenager is both wonderful and challenging. In The 7 Habits of Highly Effective Teens, author Sean Covey applies the timeless principles of the 7 Habits to teens and the tough issues and life-changing decisions they face. In an entertaining style, Covey provides a step-by-step guide to help teens improve self-image, build friendships, resist peer pressure, achieve their goals, get along with their parents, and much more. In addition, this book is stuffed with cartoons, clever ideas, great quotes, and incredible stories about real teens from all over the world. The 7 Habits of Highly Effective Teens will engage teenagers unlike any other book.An indispensable book for teens, as well as parents, grandparents, and any adult who influences young people, The 7 Habits of Highly Effective Teens is destined to become the last word on surviving and thriving as a teen and beyond.","['Self Help', 'Nonfiction', 'Psychology', 'School', 'Personal Development', 'Parenting', 'Education', 'Teen', 'Business', 'Read For School']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369818l/783127._SY475_.jpg
"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,"Beginning with All the Pretty Horses and continuing through The Crossing and Cities of the Plain, McCarthy chronicles the lives of two young men coming of age in the Southwest and Mexico, poised on the edge of a world about to change forever. Hauntingly beautiful, filled with sorrow and humor, The Border Trilogy is a masterful elegy for the American frontier.","['Fiction', 'Westerns', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Classics', 'Literary Fiction', 'American Fiction', 'Contemporary']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390950551l/6163.jpg
A Week in Winter,Maeve Binchy,"Stoneybridge is a small town on the west coast of Ireland where all the families know one another. When Chicky Starr decides to take an old, decaying mansion set high on the cliffs overlooking the windswept Atlantic Ocean and turn it into a restful place for a holiday by the sea, everyone thinks she is crazy. Helped by Rigger (a bad boy turned good who is handy around the house) and Orla, her niece (a whiz at business), Chicky is finally ready to welcome the first guests to Stone House’s big warm kitchen, log fires, and understated elegant bedrooms. John, the American movie star, thinks he has arrived incognito; Winnie and Lillian are forced into taking a holiday together; Nicola and Henry, husband and wife, have been shaken by seeing too much death practicing medicine; Anders hates his father’s business, but has a real talent for music; Miss Nell Howe, a retired schoolteacher, criticizes everything and leaves a day early, much to everyone’s relief; the Walls are disappointed to have won this second-prize holiday in a contest where first prize was Paris; and Freda, the librarian, is afraid of her own psychic visions. Sharing a week with this unlikely cast of characters is pure joy, full of Maeve’s trademark warmth and humor. Once again, she embraces us with her grand storytelling. This is the last book that Maeve Binchy wrote before her sudden death. As are all her stories, it is her trademark warmth, humor and the kind of characters that will make her books live on. It is a privilege to be able to share this book with readers.","['Fiction', 'Ireland', 'Romance', 'Chick Lit', 'Audiobook', 'Contemporary', 'Adult Fiction', 'Irish Literature', 'Adult', 'Womens Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346827587l/15990489.jpg
I Was Jane Austen's Best Friend,Cora Harrison,"When shy Jenny Cooper goes to stay with her cousin Jane Austen, she knows nothing of the world of beautiful dresses, dances, secrets, gossip, and romance that Jane inhabits. At fifteen, Jane is already a sharp observer of the customs of courtship. So when Jenny falls utterly in love with Captain Thomas Williams, who better than Jane to help her win the heart of this dashing man? But is that even possible? After all, Jenny’s been harboring a most desperate secret. Should it become known, it would bring scandal not only to her, but also to the wonderful Austen family. What’s a poor orphan girl to do? In this delicious dance between truth and fiction, Cora Harrison has crafted Jenny’s secret diary by reading everything Jane Austen wrote as a child and an adult, and by researching biographies, critical studies, and family letters. Jenny’s diary makes the past spring vividly to life and provides insight into the entire Austen family—especially the beloved Jane.","['Young Adult', 'Historical', 'Historical Fiction', 'Romance', 'Fiction', 'Regency', 'Chick Lit', 'Teen', 'British Literature', 'Historical Romance']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320405791l/7624095.jpg
The Science of Interstellar,"Kip S. Thorne, Christopher J. Nolan (Foreword)","A journey through the otherworldly science behind Christopher Nolan’s highly anticipated film, Interstellar, from executive producer and theoretical physicist Kip Thorne.Interstellar, from acclaimed filmmaker Christopher Nolan, takes us on a fantastic voyage far beyond our solar system. Yet in The Science of Interstellar, Kip Thorne, the physicist who assisted Nolan on the scientific aspects of Interstellar, shows us that the movie’s jaw-dropping events and stunning, never-before-attempted visuals are grounded in real science. Thorne shares his experiences working as the science adviser on the film and then moves on to the science itself. In chapters on wormholes, black holes, interstellar travel, and much more, Thorne’s scientific insights—many of them triggered during the actual scripting and shooting of Interstellar—describe the physical laws that govern our universe and the truly astounding phenomena that those laws make possible.Interstellar and all related characters and elements are trademarks of and © Warner Bros. Entertainment Inc. (s14).","['Science', 'Nonfiction', 'Physics', 'Space', 'Astronomy', 'Popular Science', 'Film', 'Audiobook', 'Technology', 'Time Travel']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419181079l/23261448.jpg
Tao Te Ching,"Lao Tzu, Gia-Fu Feng (Translation), Jane English (Translation), Toinette Lippe (Goodreads Author) (Translation), Jacob Needleman (Translation)","A lucid translation of the well-known Taoist classic by a leading scholar-now in a Shambhala Pocket Library edition. Written more than two thousand years ago, the Tao Teh Ching, or -The Classic of the Way and Its Virtue, - is one of the true classics of the world of spiritual literature. Traditionally attributed to the legendary -Old Master, - Lao Tzu, the Tao Teh Ching teaches that the qualities of the enlightened sage or ideal ruler are identical with those of the perfected individual. Today, Lao Tzu's words are as useful in mastering the arts of leadership in business and politics as they are in developing a sense of balance and harmony in everyday life. To follow the Tao or Way of all things and realize their true nature is to embody humility, spontaneity, and generosity. John C. H. Wu has done a remarkable job of rendering this subtle text into English while retaining the freshness and depth of the original. A jurist and scholar, Dr. Wu was a recognized authority on Taoism and the translator of several Taoist and Zen texts and of Chinese poetry. This book is part of the Shambhala Pocket Library series. The Shambhala Pocket Library is a collection of short, portable teachings from notable figures across religious traditions and classic texts. The covers in this series are rendered by Colorado artist Robert Spellman. The books in this collection distill the wisdom and heart of the work Shambhala Publications has published over 50 years into a compact format that is collectible, reader-friendly, and applicable to everyday life.","['Philosophy', 'Nonfiction', 'Religion', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism', 'Self Help', 'Eastern Philosophy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861l/67896.jpg
The Emperor Wears No Clothes: The Authoritative Historical Record of Cannabis and the Conspiracy Against Marijuana,"Jack Herer, Leslie Cabarga (Editor)","Jack Herer has updated his authoritative history of hemp's myriad uses and of the war on this plant, just as it has become high-profile news, with supporters such as Woody Harrelson and Willie Nelson. Herer thoroughly documents the petrochemical industry's plot to outlaw this renewable source of paper, energy, food, textiles, and medicine. Photos, illustrations & charts. 10 tables. Size D. 330 pp.","['History', 'Nonfiction', 'Politics', 'Health', 'Conspiracy Theories', 'World History', 'Spirituality', 'Science', 'Research', 'Classics']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170781593l/71620.jpg
